"City","date","percipitation"
"Salzburg",2021-04-08,0
"Salzburg",2021-04-09,0
"Salzburg",2021-04-10,0
"Salzburg",2021-04-11,0
"Salzburg",2021-04-12,95
"Salzburg",2021-04-13,24
"Salzburg",2021-04-14,23
"Salzburg",2021-04-15,11
"Salzburg",2021-04-16,0
"Salzburg",2021-04-17,0
"Salzburg",2021-04-18,5
"Salzburg",2021-04-19,146
"Salzburg",2021-04-20,1
"Salzburg",2021-04-21,25
"Salzburg",2021-04-22,39
"Salzburg",2021-04-23,0
"Salzburg",2021-04-24,0
"Salzburg",2021-04-25,0
"Salzburg",2021-04-26,0
"Salzburg",2021-04-27,0
"Salzburg",2021-04-28,0
"Salzburg",2021-04-29,31
"Salzburg",2021-04-30,10
"Salzburg",2021-05-01,61
"Salzburg",2021-05-02,18
"Salzburg",2021-05-03,15
"Salzburg",2021-05-04,0
"Salzburg",2021-05-05,111
"Salzburg",2021-05-06,21
"Salzburg",2021-05-07,19
"Salzburg",2021-05-08,0
"Salzburg",2021-05-09,0
"Salzburg",2021-05-10,0
"Salzburg",2021-05-11,177
"Salzburg",2021-05-12,241
"Salzburg",2021-05-13,218
"Salzburg",2021-05-14,12
"Salzburg",2021-05-15,93
"Salzburg",2021-05-16,54
"Salzburg",2021-05-17,19
"Salzburg",2021-05-18,110
"Salzburg",2021-05-19,110
"Salzburg",2021-05-20,27
"Salzburg",2021-05-21,28
"Salzburg",2021-05-22,62
"Salzburg",2021-05-23,60
"Salzburg",2021-05-24,118
"Salzburg",2021-05-25,45
"Salzburg",2021-05-26,3
"Salzburg",2021-05-27,89
"Salzburg",2021-05-28,0
"Salzburg",2021-05-29,5
"Salzburg",2021-05-30,0
"Salzburg",2021-05-31,0
"Salzburg",2021-06-01,0
"Salzburg",2021-06-02,0
"Salzburg",2021-06-03,0
"Salzburg",2021-06-04,0
"Salzburg",2021-06-05,234
"Salzburg",2021-06-06,16
"Salzburg",2021-06-07,14
"Salzburg",2021-06-08,0
"Salzburg",2021-06-09,21
"Salzburg",2021-06-10,4
"Salzburg",2021-06-11,25
"Salzburg",2021-06-12,0
"Salzburg",2021-06-13,0
"Salzburg",2021-06-14,0
"Salzburg",2021-06-15,0
"Salzburg",2021-06-16,0
"Salzburg",2021-06-17,0
"Salzburg",2021-06-18,0
"Salzburg",2021-06-19,0
"Salzburg",2021-06-20,0
"Salzburg",2021-06-21,2
"Salzburg",2021-06-22,169
"Salzburg",2021-06-23,112
"Salzburg",2021-06-24,70
"Salzburg",2021-06-25,15
"Salzburg",2021-06-26,0
"Salzburg",2021-06-27,13
"Salzburg",2021-06-28,0
"Salzburg",2021-06-29,44
"Salzburg",2021-06-30,124
"Salzburg",2021-07-01,76
"Salzburg",2021-07-02,0
"Salzburg",2021-07-03,6
"Salzburg",2021-07-04,212
"Salzburg",2021-07-05,0
"Salzburg",2021-07-06,0
"Salzburg",2021-07-07,7
"Salzburg",2021-07-08,213
"Salzburg",2021-07-09,0
"Salzburg",2021-07-10,288
"Salzburg",2021-07-11,21
"Salzburg",2021-07-12,0
"Salzburg",2021-07-13,94
"Salzburg",2021-07-14,121
"Salzburg",2021-07-15,40
"Salzburg",2021-07-16,7
"Salzburg",2021-07-17,451
"Salzburg",2021-07-18,138
"Salzburg",2021-07-19,120
"Salzburg",2021-07-20,0
"Salzburg",2021-07-21,0
"Salzburg",2021-07-22,0
"Salzburg",2021-07-23,0
"Salzburg",2021-07-24,208
"Salzburg",2021-07-25,94
"Salzburg",2021-07-26,36
"Salzburg",2021-07-27,21
"Salzburg",2021-07-28,46
"Salzburg",2021-07-29,0
"Salzburg",2021-07-30,32
"Salzburg",2021-07-31,55
"Salzburg",2021-08-01,64
"Salzburg",2021-08-02,1
"Salzburg",2021-08-03,116
"Salzburg",2021-08-04,336
"Salzburg",2021-08-05,73
"Salzburg",2021-08-06,8
"Salzburg",2021-08-07,171
"Salzburg",2021-08-08,8
"Salzburg",2021-08-09,16
"Salzburg",2021-08-10,0
"Salzburg",2021-08-11,0
"Salzburg",2021-08-12,0
"Salzburg",2021-08-13,14
"Salzburg",2021-08-14,0
"Salzburg",2021-08-15,47
"Salzburg",2021-08-16,340
"Salzburg",2021-08-17,37
"Salzburg",2021-08-18,0
"Salzburg",2021-08-19,0
"Salzburg",2021-08-20,0
"Salzburg",2021-08-21,52
"Salzburg",2021-08-22,234
"Salzburg",2021-08-23,197
"Salzburg",2021-08-24,60
"Salzburg",2021-08-25,0
"Salzburg",2021-08-26,153
"Salzburg",2021-08-27,97
"Salzburg",2021-08-28,124
"Salzburg",2021-08-29,324
"Salzburg",2021-08-30,203
"Salzburg",2021-08-31,136
"Salzburg",2021-09-01,0
"Salzburg",2021-09-02,0
"Salzburg",2021-09-03,0
"Salzburg",2021-09-04,0
"Salzburg",2021-09-05,0
"Salzburg",2021-09-06,0
"Salzburg",2021-09-07,0
"Salzburg",2021-09-08,0
"Salzburg",2021-09-09,0
"Salzburg",2021-09-10,5
"Salzburg",2021-09-11,0
"Salzburg",2021-09-12,0
"Salzburg",2021-09-13,0
"Salzburg",2021-09-14,0
"Salzburg",2021-09-15,65
"Salzburg",2021-09-16,165
"Salzburg",2021-09-17,0
"Salzburg",2021-09-18,0
"Salzburg",2021-09-19,21
"Salzburg",2021-09-20,1
"Salzburg",2021-09-21,0
"Salzburg",2021-09-22,0
"Salzburg",2021-09-23,0
"Salzburg",2021-09-24,0
"Salzburg",2021-09-25,0
"Salzburg",2021-09-26,239
"Salzburg",2021-09-27,12
"Salzburg",2021-09-28,12
"Salzburg",2021-09-29,70
"Salzburg",2021-09-30,0
"Salzburg",2021-10-01,0
"Salzburg",2021-10-02,0
"Salzburg",2021-10-03,0
"Salzburg",2021-10-04,1
"Salzburg",2021-10-05,47
"Salzburg",2021-10-06,90
"Salzburg",2021-10-07,40
"Salzburg",2021-10-08,0
"Salzburg",2021-10-09,0
"Salzburg",2021-10-10,0
"Salzburg",2021-10-11,22
"Salzburg",2021-10-12,156
"Salzburg",2021-10-13,37
"Salzburg",2021-10-14,1
"Salzburg",2021-10-15,0
"Salzburg",2021-10-16,0
"Salzburg",2021-10-17,0
"Salzburg",2021-10-18,0
"Salzburg",2021-10-19,1
"Salzburg",2021-10-20,0
"Salzburg",2021-10-21,2
"Salzburg",2021-10-22,0
"Salzburg",2021-10-23,0
"Salzburg",2021-10-24,0
"Salzburg",2021-10-25,0
"Salzburg",2021-10-26,0
"Salzburg",2021-10-27,0
"Salzburg",2021-10-28,0
"Salzburg",2021-10-29,0
"Salzburg",2021-10-30,0
"Salzburg",2021-10-31,0
"Salzburg",2021-11-01,246
"Salzburg",2021-11-02,26
"Salzburg",2021-11-03,192
"Salzburg",2021-11-04,32
"Salzburg",2021-11-05,0
"Salzburg",2021-11-06,0
"Salzburg",2021-11-07,29
"Salzburg",2021-11-08,1
"Salzburg",2021-11-09,0
"Salzburg",2021-11-10,0
"Salzburg",2021-11-11,0
"Salzburg",2021-11-12,3
"Salzburg",2021-11-13,4
"Salzburg",2021-11-14,0
"Salzburg",2021-11-15,0
"Salzburg",2021-11-16,2
"Salzburg",2021-11-17,9
"Salzburg",2021-11-18,1
"Salzburg",2021-11-19,0
"Salzburg",2021-11-20,0
"Salzburg",2021-11-21,1
"Salzburg",2021-11-22,17
"Salzburg",2021-11-23,0
"Salzburg",2021-11-24,0
"Salzburg",2021-11-25,1
"Salzburg",2021-11-26,47
"Salzburg",2021-11-27,86
"Salzburg",2021-11-28,63
"Salzburg",2021-11-29,8
"Salzburg",2021-11-30,67
"Salzburg",2021-12-01,19
"Salzburg",2021-12-02,47
"Salzburg",2021-12-03,4
"Salzburg",2021-12-04,54
"Salzburg",2021-12-05,24
"Salzburg",2021-12-06,2
"Salzburg",2021-12-07,15
"Salzburg",2021-12-08,47
"Salzburg",2021-12-09,124
"Salzburg",2021-12-10,20
"Salzburg",2021-12-11,21
"Salzburg",2021-12-12,36
"Salzburg",2021-12-13,29
"Salzburg",2021-12-14,10
"Salzburg",2021-12-15,2
"Salzburg",2021-12-16,3
"Salzburg",2021-12-17,0
"Salzburg",2021-12-18,0
"Salzburg",2021-12-19,1
"Salzburg",2021-12-20,5
"Salzburg",2021-12-21,0
"Salzburg",2021-12-22,0
"Salzburg",2021-12-23,7
"Salzburg",2021-12-24,111
"Salzburg",2021-12-25,32
"Salzburg",2021-12-26,12
"Salzburg",2021-12-27,1
"Salzburg",2021-12-28,102
"Salzburg",2021-12-29,233
"Salzburg",2021-12-30,76
"Salzburg",2021-12-31,0
"Salzburg",2022-01-01,0
"Salzburg",2022-01-02,0
"Salzburg",2022-01-03,0
"Salzburg",2022-01-04,14
"Salzburg",2022-01-05,50
"Salzburg",2022-01-06,4
"Salzburg",2022-01-07,6
"Salzburg",2022-01-08,1
"Salzburg",2022-01-09,6
"Salzburg",2022-01-10,50
"Salzburg",2022-01-11,0
"Salzburg",2022-01-12,0
"Salzburg",2022-01-13,0
"Salzburg",2022-01-14,0
"Salzburg",2022-01-15,0
"Salzburg",2022-01-16,0
"Salzburg",2022-01-17,2
"Salzburg",2022-01-18,5
"Salzburg",2022-01-19,0
"Salzburg",2022-01-20,56
"Salzburg",2022-01-21,15
"Salzburg",2022-01-22,160
"Salzburg",2022-01-23,0
"Salzburg",2022-01-24,0
"Salzburg",2022-01-25,-9999
"Salzburg",2022-01-26,0
"Salzburg",2022-01-27,20
"Salzburg",2022-01-28,73
"Salzburg",2022-01-29,2
"Salzburg",2022-01-30,0
"Salzburg",2022-01-31,50
"Salzburg",2022-02-01,23
"Salzburg",2022-02-02,13
"Salzburg",2022-02-03,1
"Salzburg",2022-02-04,20
"Salzburg",2022-02-05,0
"Salzburg",2022-02-06,110
"Salzburg",2022-02-07,5
"Salzburg",2022-02-08,0
"Salzburg",2022-02-09,0
"Salzburg",2022-02-10,1
"Salzburg",2022-02-11,30
"Salzburg",2022-02-12,0
"Salzburg",2022-02-13,0
"Salzburg",2022-02-14,6
"Salzburg",2022-02-15,115
"Salzburg",2022-02-16,3
"Salzburg",2022-02-17,37
"Salzburg",2022-02-18,4
"Salzburg",2022-02-19,0
"Salzburg",2022-02-20,1
"Salzburg",2022-02-21,30
"Salzburg",2022-02-22,5
"Salzburg",2022-02-23,4
"Salzburg",2022-02-24,6
"Salzburg",2022-02-25,3
"Salzburg",2022-02-26,8
"Salzburg",2022-02-27,0
"Salzburg",2022-02-28,0
"Salzburg",2022-03-01,0
"Salzburg",2022-03-02,0
"Salzburg",2022-03-03,0
"Salzburg",2022-03-04,0
"Salzburg",2022-03-05,0
"Salzburg",2022-03-06,0
"Salzburg",2022-03-07,0
"Salzburg",2022-03-08,0
"Salzburg",2022-03-09,0
"Salzburg",2022-03-10,0
"Salzburg",2022-03-11,0
"Salzburg",2022-03-12,0
"Salzburg",2022-03-13,0
"Salzburg",2022-03-14,0
"Salzburg",2022-03-15,-9999
"Salzburg",2022-03-16,20
"Salzburg",2022-03-17,0
"Salzburg",2022-03-18,0
"Salzburg",2022-03-19,0
"Salzburg",2022-03-20,0
"Salzburg",2022-03-21,0
"Salzburg",2022-03-22,0
"Salzburg",2022-03-23,0
"Salzburg",2022-03-24,0
"Salzburg",2022-03-25,0
"Salzburg",2022-03-26,0
"Salzburg",2022-03-27,0
"Salzburg",2022-03-28,0
"Salzburg",2022-03-29,0
"Salzburg",2022-03-30,10
"Salzburg",2022-03-31,140
"Salzburg",2022-04-01,39
"Salzburg",2022-04-02,80
"Salzburg",2022-04-03,5
"Salzburg",2022-04-04,0
"Salzburg",2022-04-05,60
"Salzburg",2022-04-06,81
"Salzburg",2022-04-07,-9999
"Salzburg",2022-04-08,40
"Salzburg",2022-04-09,11
"Salzburg",2022-04-10,40
"Salzburg",2022-04-11,0
"Salzburg",2022-04-12,0
"Salzburg",2022-04-13,0
"Salzburg",2022-04-14,30
"Salzburg",2022-04-15,-9999
"Salzburg",2022-04-16,20
"Salzburg",2022-04-17,0
"Salzburg",2022-04-18,0
"Salzburg",2022-04-19,21
"Salzburg",2022-04-20,0
"Salzburg",2022-04-21,0
"Salzburg",2022-04-22,3
"Salzburg",2022-04-23,2
"Salzburg",2022-04-24,90
"Salzburg",2022-04-25,8
"Salzburg",2022-04-26,-9999
"Salzburg",2022-04-27,-9999
"Salzburg",2022-04-28,0
"Salzburg",2022-04-29,0
"Salzburg",2022-04-30,130
"Salzburg",2022-05-01,5
"Salzburg",2022-05-02,0
"Salzburg",2022-05-03,10
"Salzburg",2022-05-04,50
"Salzburg",2022-05-05,0
"Salzburg",2022-05-06,340
"Salzburg",2022-05-07,47
"Salzburg",2022-05-08,0
"Salzburg",2022-05-09,0
"Salzburg",2022-05-10,0
"Salzburg",2022-05-11,0
"Salzburg",2022-05-12,80
"Salzburg",2022-05-13,230
"Salzburg",2022-05-14,0
"Salzburg",2022-05-15,0
"Salzburg",2022-05-16,-9999
"Salzburg",2022-05-17,0
"Salzburg",2022-05-18,0
"Salzburg",2022-05-19,0
"Salzburg",2022-05-20,100
"Salzburg",2022-05-21,0
"Salzburg",2022-05-22,1
"Salzburg",2022-05-23,120
"Salzburg",2022-05-24,70
"Salzburg",2022-05-25,50
"Salzburg",2022-05-26,0
"Salzburg",2022-05-27,20
"Salzburg",2022-05-28,20
"Salzburg",2022-05-29,3
"Salzburg",2022-05-30,-9999
"Salzburg",2022-05-31,110
"Salzburg",2022-06-01,50
"Salzburg",2022-06-02,1
"Salzburg",2022-06-03,60
"Salzburg",2022-06-04,0
"Salzburg",2022-06-05,190
"Salzburg",2022-06-06,190
"Salzburg",2022-06-07,150
"Salzburg",2022-06-08,210
"Salzburg",2022-06-09,160
"Salzburg",2022-06-10,-9999
"Salzburg",2022-06-11,0
"Salzburg",2022-06-12,40
"Salzburg",2022-06-13,20
"Salzburg",2022-06-14,0
"Salzburg",2022-06-15,-9999
"Salzburg",2022-06-16,80
"Salzburg",2022-06-17,0
"Salzburg",2022-06-18,0
"Salzburg",2022-06-19,0
"Salzburg",2022-06-20,30
"Salzburg",2022-06-21,2
"Salzburg",2022-06-22,35
"Salzburg",2022-06-23,0
"Salzburg",2022-06-24,250
"Salzburg",2022-06-25,0
"Salzburg",2022-06-26,0
"Salzburg",2022-06-27,130
"Salzburg",2022-06-28,190
"Salzburg",2022-06-29,70
"Salzburg",2022-06-30,70
"Salzburg",2022-07-01,122
"Salzburg",2022-07-02,0
"Salzburg",2022-07-03,50
"Salzburg",2022-07-04,70
"Salzburg",2022-07-05,1
"Salzburg",2022-07-06,0
"Salzburg",2022-07-07,110
"Salzburg",2022-07-08,0
"Salzburg",2022-07-09,50
"Salzburg",2022-07-10,0
"Salzburg",2022-07-11,0
"Salzburg",2022-07-12,0
"Salzburg",2022-07-13,0
"Salzburg",2022-07-14,60
"Salzburg",2022-07-15,0
"Salzburg",2022-07-16,0
"Salzburg",2022-07-17,0
"Salzburg",2022-07-18,0
"Salzburg",2022-07-19,0
"Salzburg",2022-07-20,0
"Salzburg",2022-07-21,40
"Salzburg",2022-07-22,10
"Salzburg",2022-07-23,1
"Salzburg",2022-07-24,0
"Salzburg",2022-07-25,80
"Salzburg",2022-07-26,0
"Salzburg",2022-07-27,0
"Salzburg",2022-07-28,6
"Salzburg",2022-07-29,337
"Salzburg",2022-07-30,4
"Salzburg",2022-07-31,0
"Salzburg",2022-08-01,3
"Salzburg",2022-08-02,0
"Salzburg",2022-08-03,0
"Salzburg",2022-08-04,0
"Salzburg",2022-08-05,14
"Salzburg",2022-08-06,10
"Salzburg",2022-08-07,0
"Salzburg",2022-08-08,0
"Salzburg",2022-08-09,0
"Salzburg",2022-08-10,0
"Salzburg",2022-08-11,0
"Salzburg",2022-08-12,0
"Salzburg",2022-08-13,0
"Salzburg",2022-08-14,0
"Salzburg",2022-08-15,9
"Salzburg",2022-08-16,0
"Salzburg",2022-08-17,0
"Salzburg",2022-08-18,10
"Salzburg",2022-08-19,111
"Salzburg",2022-08-20,310
"Salzburg",2022-08-21,0
"Salzburg",2022-08-22,0
"Salzburg",2022-08-23,0
"Salzburg",2022-08-24,0
"Salzburg",2022-08-25,0
"Salzburg",2022-08-26,1
"Salzburg",2022-08-27,140
"Salzburg",2022-08-28,190
"Salzburg",2022-08-29,0
"Salzburg",2022-08-30,40
"Salzburg",2022-08-31,180
"Salzburg",2022-09-01,0
"Salzburg",2022-09-02,0
"Salzburg",2022-09-03,140
"Salzburg",2022-09-04,0
"Salzburg",2022-09-05,0
"Salzburg",2022-09-06,0
"Salzburg",2022-09-07,1
"Salzburg",2022-09-08,30
"Salzburg",2022-09-09,90
"Salzburg",2022-09-10,80
"Salzburg",2022-09-11,80
"Salzburg",2022-09-12,0
"Salzburg",2022-09-13,0
"Salzburg",2022-09-14,100
"Salzburg",2022-09-15,90
"Salzburg",2022-09-16,68
"Salzburg",2022-09-17,100
"Salzburg",2022-09-18,110
"Salzburg",2022-09-19,30
"Salzburg",2022-09-20,90
"Salzburg",2022-09-21,0
"Salzburg",2022-09-22,0
"Salzburg",2022-09-23,0
"Salzburg",2022-09-24,5
"Salzburg",2022-09-25,220
"Salzburg",2022-09-26,47
"Salzburg",2022-09-27,14
"Salzburg",2022-09-28,80
"Salzburg",2022-09-29,50
"Salzburg",2022-09-30,-9999
"Salzburg",2022-10-01,80
"Salzburg",2022-10-02,460
"Salzburg",2022-10-03,0
"Salzburg",2022-10-04,-9999
"Salzburg",2022-10-05,-9999
"Salzburg",2022-10-06,0
"Salzburg",2022-10-07,0
"Salzburg",2022-10-08,70
"Salzburg",2022-10-09,0
"Salzburg",2022-10-10,60
"Salzburg",2022-10-11,10
"Salzburg",2022-10-12,0
"Salzburg",2022-10-13,20
"Salzburg",2022-10-14,71
"Salzburg",2022-10-15,31
"Salzburg",2022-10-16,0
"Salzburg",2022-10-17,0
"Salzburg",2022-10-18,20
"Salzburg",2022-10-19,0
"Salzburg",2022-10-20,-9999
"Salzburg",2022-10-21,40
"Salzburg",2022-10-22,40
"Salzburg",2022-10-23,1
"Salzburg",2022-10-24,110
"Salzburg",2022-10-25,2
"Salzburg",2022-10-26,4
"Salzburg",2022-10-27,0
"Salzburg",2022-10-28,0
"Salzburg",2022-10-29,0
"Salzburg",2022-10-30,0
"Salzburg",2022-10-31,-9999
"Orleans",2019-12-02,-9999
"Orleans",2019-12-03,-9999
"Orleans",2019-12-04,-9999
"Orleans",2019-12-05,-9999
"Orleans",2019-12-06,-9999
"Orleans",2019-12-07,-9999
"Orleans",2019-12-08,-9999
"Orleans",2019-12-09,-9999
"Orleans",2019-12-10,-9999
"Orleans",2019-12-11,-9999
"Orleans",2019-12-12,-9999
"Orleans",2019-12-13,-9999
"Orleans",2019-12-14,-9999
"Orleans",2019-12-15,-9999
"Orleans",2019-12-16,-9999
"Orleans",2019-12-17,-9999
"Orleans",2019-12-18,-9999
"Orleans",2019-12-19,-9999
"Orleans",2019-12-20,-9999
"Orleans",2019-12-21,-9999
"Orleans",2019-12-22,-9999
"Orleans",2019-12-23,-9999
"Orleans",2019-12-24,-9999
"Orleans",2019-12-25,-9999
"Orleans",2019-12-26,-9999
"Orleans",2019-12-27,-9999
"Orleans",2019-12-28,-9999
"Orleans",2019-12-29,-9999
"Orleans",2019-12-30,-9999
"Orleans",2019-12-31,-9999
"Orleans",2020-01-01,-9999
"Orleans",2020-01-02,-9999
"Orleans",2020-01-03,-9999
"Orleans",2020-01-04,-9999
"Orleans",2020-01-05,-9999
"Orleans",2020-01-06,-9999
"Orleans",2020-01-07,-9999
"Orleans",2020-01-08,-9999
"Orleans",2020-01-09,-9999
"Orleans",2020-01-10,-9999
"Orleans",2020-01-11,-9999
"Orleans",2020-01-12,-9999
"Orleans",2020-01-13,-9999
"Orleans",2020-01-14,-9999
"Orleans",2020-01-15,-9999
"Orleans",2020-01-16,-9999
"Orleans",2020-01-17,-9999
"Orleans",2020-01-18,-9999
"Orleans",2020-01-19,-9999
"Orleans",2020-01-20,-9999
"Orleans",2020-01-21,-9999
"Orleans",2020-01-22,-9999
"Orleans",2020-01-23,-9999
"Orleans",2020-01-24,-9999
"Orleans",2020-01-25,-9999
"Orleans",2020-01-26,-9999
"Orleans",2020-01-27,-9999
"Orleans",2020-01-28,-9999
"Orleans",2020-01-29,-9999
"Orleans",2020-01-30,-9999
"Orleans",2020-01-31,-9999
"Orleans",2020-02-01,-9999
"Orleans",2020-02-02,-9999
"Orleans",2020-02-03,-9999
"Orleans",2020-02-04,-9999
"Orleans",2020-02-05,-9999
"Orleans",2020-02-06,-9999
"Orleans",2020-02-07,-9999
"Orleans",2020-02-08,-9999
"Orleans",2020-02-09,-9999
"Orleans",2020-02-10,-9999
"Orleans",2020-02-11,-9999
"Orleans",2020-02-12,-9999
"Orleans",2020-02-13,-9999
"Orleans",2020-02-14,-9999
"Orleans",2020-02-15,-9999
"Orleans",2020-02-16,-9999
"Orleans",2020-02-17,-9999
"Orleans",2020-02-18,-9999
"Orleans",2020-02-19,-9999
"Orleans",2020-02-20,-9999
"Orleans",2020-02-21,-9999
"Orleans",2020-02-22,-9999
"Orleans",2020-02-23,-9999
"Orleans",2020-02-24,-9999
"Orleans",2020-02-25,-9999
"Orleans",2020-02-26,-9999
"Orleans",2020-02-27,-9999
"Orleans",2020-02-28,-9999
"Orleans",2020-02-29,-9999
"Orleans",2020-03-01,-9999
"Orleans",2020-03-02,-9999
"Orleans",2020-03-03,-9999
"Orleans",2020-03-04,-9999
"Orleans",2020-03-05,-9999
"Orleans",2020-03-06,-9999
"Orleans",2020-03-07,-9999
"Orleans",2020-03-08,-9999
"Orleans",2020-03-09,-9999
"Orleans",2020-03-10,-9999
"Orleans",2020-03-11,-9999
"Orleans",2020-03-12,-9999
"Orleans",2020-03-13,-9999
"Orleans",2020-03-14,-9999
"Orleans",2020-03-15,-9999
"Orleans",2020-03-16,-9999
"Orleans",2020-03-17,-9999
"Orleans",2020-03-18,-9999
"Orleans",2020-03-19,-9999
"Orleans",2020-03-20,-9999
"Orleans",2020-03-21,-9999
"Orleans",2020-03-22,-9999
"Orleans",2020-03-23,-9999
"Orleans",2020-03-24,-9999
"Orleans",2020-03-25,-9999
"Orleans",2020-03-26,-9999
"Orleans",2020-03-27,-9999
"Orleans",2020-03-28,-9999
"Orleans",2020-03-29,-9999
"Orleans",2020-03-30,-9999
"Orleans",2020-03-31,-9999
"Orleans",2020-04-01,-9999
"Orleans",2020-04-02,-9999
"Orleans",2020-04-03,-9999
"Orleans",2020-04-04,-9999
"Orleans",2020-04-05,-9999
"Orleans",2020-04-06,-9999
"Orleans",2020-04-07,-9999
"Orleans",2020-04-08,-9999
"Orleans",2020-04-09,-9999
"Orleans",2020-04-10,-9999
"Orleans",2020-04-11,-9999
"Orleans",2020-04-12,-9999
"Orleans",2020-04-13,-9999
"Orleans",2020-04-14,-9999
"Orleans",2020-04-15,-9999
"Orleans",2020-04-16,-9999
"Orleans",2020-04-17,-9999
"Orleans",2020-04-18,-9999
"Orleans",2020-04-19,-9999
"Orleans",2020-04-20,-9999
"Orleans",2020-04-21,-9999
"Orleans",2020-04-22,-9999
"Orleans",2020-04-23,-9999
"Orleans",2020-04-24,-9999
"Orleans",2020-04-25,-9999
"Orleans",2020-04-26,-9999
"Orleans",2020-04-27,-9999
"Orleans",2020-04-28,-9999
"Orleans",2020-04-29,-9999
"Orleans",2020-04-30,-9999
"Orleans",2020-05-01,-9999
"Orleans",2020-05-02,-9999
"Orleans",2020-05-03,-9999
"Orleans",2020-05-04,-9999
"Orleans",2020-05-05,-9999
"Orleans",2020-05-06,-9999
"Orleans",2020-05-07,-9999
"Orleans",2020-05-08,-9999
"Orleans",2020-05-09,-9999
"Orleans",2020-05-10,-9999
"Orleans",2020-05-11,-9999
"Orleans",2020-05-12,-9999
"Orleans",2020-05-13,-9999
"Orleans",2020-05-14,-9999
"Orleans",2020-05-15,-9999
"Orleans",2020-05-16,-9999
"Orleans",2020-05-17,-9999
"Orleans",2020-05-18,-9999
"Orleans",2020-05-19,-9999
"Orleans",2020-05-20,-9999
"Orleans",2020-05-21,-9999
"Orleans",2020-05-22,-9999
"Orleans",2020-05-23,-9999
"Orleans",2020-05-24,-9999
"Orleans",2020-05-25,-9999
"Orleans",2020-05-26,-9999
"Orleans",2020-05-27,-9999
"Orleans",2020-05-28,-9999
"Orleans",2020-05-29,-9999
"Orleans",2020-05-30,-9999
"Orleans",2020-05-31,-9999
"Orleans",2020-06-01,-9999
"Orleans",2020-06-02,-9999
"Orleans",2020-06-03,-9999
"Orleans",2020-06-04,-9999
"Orleans",2020-06-05,-9999
"Orleans",2020-06-06,-9999
"Orleans",2020-06-07,-9999
"Orleans",2020-06-08,-9999
"Orleans",2020-06-09,-9999
"Orleans",2020-06-10,-9999
"Orleans",2020-06-11,-9999
"Orleans",2020-06-12,-9999
"Orleans",2020-06-13,-9999
"Orleans",2020-06-14,-9999
"Orleans",2020-06-15,-9999
"Orleans",2020-06-16,-9999
"Orleans",2020-06-17,-9999
"Orleans",2020-06-18,-9999
"Orleans",2020-06-19,-9999
"Orleans",2020-06-20,-9999
"Orleans",2020-06-21,-9999
"Orleans",2020-06-22,-9999
"Orleans",2020-06-23,-9999
"Orleans",2020-06-24,-9999
"Orleans",2020-06-25,-9999
"Orleans",2020-06-26,-9999
"Orleans",2020-06-27,-9999
"Orleans",2020-06-28,-9999
"Orleans",2020-06-29,-9999
"Orleans",2020-06-30,-9999
"Orleans",2020-07-01,-9999
"Orleans",2020-07-02,-9999
"Orleans",2020-07-03,-9999
"Orleans",2020-07-04,-9999
"Orleans",2020-07-05,-9999
"Orleans",2020-07-06,-9999
"Orleans",2020-07-07,-9999
"Orleans",2020-07-08,-9999
"Orleans",2020-07-09,-9999
"Orleans",2020-07-10,-9999
"Orleans",2020-07-11,-9999
"Orleans",2020-07-12,-9999
"Orleans",2020-07-13,-9999
"Orleans",2020-07-14,-9999
"Orleans",2020-07-15,-9999
"Orleans",2020-07-16,-9999
"Orleans",2020-07-17,-9999
"Orleans",2020-07-18,-9999
"Orleans",2020-07-19,-9999
"Orleans",2020-07-20,-9999
"Orleans",2020-07-21,-9999
"Orleans",2020-07-22,-9999
"Orleans",2020-07-23,-9999
"Orleans",2020-07-24,-9999
"Orleans",2020-07-25,-9999
"Orleans",2020-07-26,-9999
"Orleans",2020-07-27,-9999
"Orleans",2020-07-28,-9999
"Orleans",2020-07-29,-9999
"Orleans",2020-07-30,-9999
"Orleans",2020-07-31,-9999
"Orleans",2020-08-01,-9999
"Orleans",2020-08-02,-9999
"Orleans",2020-08-03,-9999
"Orleans",2020-08-04,-9999
"Orleans",2020-08-05,-9999
"Orleans",2020-08-06,-9999
"Orleans",2020-08-07,-9999
"Orleans",2020-08-08,-9999
"Orleans",2020-08-09,-9999
"Orleans",2020-08-10,-9999
"Orleans",2020-08-11,-9999
"Orleans",2020-08-12,-9999
"Orleans",2020-08-13,-9999
"Orleans",2020-08-14,-9999
"Orleans",2020-08-15,-9999
"Orleans",2020-08-16,-9999
"Orleans",2020-08-17,-9999
"Orleans",2020-08-18,-9999
"Orleans",2020-08-19,-9999
"Orleans",2020-08-20,-9999
"Orleans",2020-08-21,-9999
"Orleans",2020-08-22,-9999
"Orleans",2020-08-23,-9999
"Orleans",2020-08-24,-9999
"Orleans",2020-08-25,-9999
"Orleans",2020-08-26,-9999
"Orleans",2020-08-27,-9999
"Orleans",2020-08-28,-9999
"Orleans",2020-08-29,-9999
"Orleans",2020-08-30,-9999
"Orleans",2020-08-31,-9999
"Orleans",2020-09-01,-9999
"Orleans",2020-09-02,-9999
"Orleans",2020-09-03,-9999
"Orleans",2020-09-04,-9999
"Orleans",2020-09-05,-9999
"Orleans",2020-09-06,-9999
"Orleans",2020-09-07,-9999
"Orleans",2020-09-08,-9999
