"country","city","date","congestion","driving","transit","walking","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","commercial","utilities","other"
"Netherlands","Groningen",2020-01-05,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,55,1
"Poland","Krakow",2020-01-05,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,1
"Poland","Poznan",2020-01-05,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,51,1
"Portugal","Lisbon",2020-01-05,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,57,1
"Portugal","Porto",2020-01-05,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,51,1
"Romania","Bucharest",2020-01-05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,53,1
"Spain","Alicante",2020-01-05,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,52,1
"Spain","Barcelona",2020-01-05,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,51,1
"Spain","Madrid",2020-01-05,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,51,1
"Spain","Malaga",2020-01-05,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,56,1
"Spain","Seville",2020-01-05,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,51,1
"Sweden","Gothenburg",2020-01-05,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,53,1
"Sweden","Malmo",2020-01-05,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,53,1
"Sweden","Stockholm",2020-01-05,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"Austria","Graz",2020-01-06,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,52,1
"Austria","Vienna",2020-01-06,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,51,1
"Belgium","Brussels",2020-01-06,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,51,1
"Belgium","Charleroi",2020-01-06,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,51,1
"Czechia","Brno",2020-01-06,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,51,1
"Czechia","Prague",2020-01-06,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,52,1
"Denmark","Copenhagen",2020-01-06,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,50,1
"Estonia","Tallinn",2020-01-06,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,53,1
"Finland","Helsinki",2020-01-06,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"France","Grenoble",2020-01-06,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,51,1
"France","Lille",2020-01-06,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,53,1
"France","Paris",2020-01-06,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,50,1
"Germany","Berlin",2020-01-06,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,54,1
"Germany","Bremen",2020-01-06,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,52,1
"Germany","Cologne",2020-01-06,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,51,1
"Germany","Dresden",2020-01-06,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,51,1
"Germany","Munich",2020-01-06,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,50,1
"Greece","Athens",2020-01-06,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,51,1
"Hungary","Budapest",2020-01-06,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,52,1
"Ireland","Cork",2020-01-06,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,53,1
"Ireland","Dublin",2020-01-06,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,51,1
"Italy","Bologna",2020-01-06,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,53,1
"Italy","Catania",2020-01-06,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,54,1
"Italy","Milan",2020-01-06,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,54,1
"Italy","Rome",2020-01-06,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,51,1
"Netherlands","Eindhoven",2020-01-06,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,50,1
"Netherlands","Groningen",2020-01-06,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,50,1
"Poland","Krakow",2020-01-06,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,51,1
"Poland","Poznan",2020-01-06,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,50,1
"Portugal","Lisbon",2020-01-06,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,53,1
"Portugal","Porto",2020-01-06,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,51,1
"Romania","Bucharest",2020-01-06,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,50,1
"Spain","Alicante",2020-01-06,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,54,1
"Spain","Barcelona",2020-01-06,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,50,1
"Spain","Madrid",2020-01-06,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,52,1
"Spain","Malaga",2020-01-06,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,50,1
"Spain","Seville",2020-01-06,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,51,1
"Sweden","Gothenburg",2020-01-06,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,53,1
"Sweden","Malmo",2020-01-06,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,51,1
"Sweden","Stockholm",2020-01-06,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,53,1
"Austria","Graz",2020-01-07,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,51,1
"Austria","Vienna",2020-01-07,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,50,1
"Belgium","Brussels",2020-01-07,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,51,1
"Belgium","Charleroi",2020-01-07,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,51,1
"Czechia","Brno",2020-01-07,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,51,1
"Czechia","Prague",2020-01-07,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,51,1
"Denmark","Copenhagen",2020-01-07,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,50,1
"Estonia","Tallinn",2020-01-07,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,51,1
"Finland","Helsinki",2020-01-07,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,54,1
"France","Grenoble",2020-01-07,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,51,1
"France","Lille",2020-01-07,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,50,1
"France","Paris",2020-01-07,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,52,1
"Germany","Berlin",2020-01-07,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,51,1
"Germany","Bremen",2020-01-07,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,53,1
"Germany","Cologne",2020-01-07,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,51,1
"Germany","Dresden",2020-01-07,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,52,1
"Germany","Munich",2020-01-07,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,51,1
"Greece","Athens",2020-01-07,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,52,1
"Hungary","Budapest",2020-01-07,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,51,1
"Ireland","Cork",2020-01-07,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,52,1
"Ireland","Dublin",2020-01-07,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,53,1
"Italy","Bologna",2020-01-07,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,51,1
"Italy","Catania",2020-01-07,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,51,1
"Italy","Milan",2020-01-07,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,56,1
"Italy","Rome",2020-01-07,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,53,1
"Netherlands","Eindhoven",2020-01-07,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,50,1
"Netherlands","Groningen",2020-01-07,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,51,1
"Poland","Krakow",2020-01-07,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,50,1
"Poland","Poznan",2020-01-07,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,50,1
"Portugal","Lisbon",2020-01-07,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,50,1
"Portugal","Porto",2020-01-07,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,51,1
"Romania","Bucharest",2020-01-07,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,55,1
"Spain","Alicante",2020-01-07,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,50,1
"Spain","Barcelona",2020-01-07,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,52,1
"Spain","Madrid",2020-01-07,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,50,1
"Spain","Malaga",2020-01-07,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,51,1
"Spain","Seville",2020-01-07,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,50,1
"Sweden","Gothenburg",2020-01-07,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"Sweden","Malmo",2020-01-07,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,50,1
"Sweden","Stockholm",2020-01-07,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,51,1
"Austria","Graz",2020-01-08,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,51,1
"Austria","Vienna",2020-01-08,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,53,1
"Belgium","Brussels",2020-01-08,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,50,1
"Belgium","Charleroi",2020-01-08,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,52,1
"Czechia","Brno",2020-01-08,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,50,1
"Czechia","Prague",2020-01-08,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,52,1
"Denmark","Copenhagen",2020-01-08,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,50,1
"Estonia","Tallinn",2020-01-08,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,53,1
"Finland","Helsinki",2020-01-08,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,51,1
"France","Grenoble",2020-01-08,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,54,1
"France","Lille",2020-01-08,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"France","Paris",2020-01-08,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,51,1
"Germany","Berlin",2020-01-08,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,53,1
"Germany","Bremen",2020-01-08,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,53,1
"Germany","Cologne",2020-01-08,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,50,1
"Germany","Dresden",2020-01-08,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,51,1
"Germany","Munich",2020-01-08,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,51,1
"Greece","Athens",2020-01-08,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,50,1
"Hungary","Budapest",2020-01-08,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,52,1
"Ireland","Cork",2020-01-08,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,51,1
"Ireland","Dublin",2020-01-08,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,54,1
"Italy","Bologna",2020-01-08,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,50,1
"Italy","Catania",2020-01-08,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,50,1
"Italy","Milan",2020-01-08,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,51,1
"Italy","Rome",2020-01-08,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,51,1
"Netherlands","Eindhoven",2020-01-08,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,56,1
"Netherlands","Groningen",2020-01-08,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,50,1
"Poland","Krakow",2020-01-08,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,51,1
"Poland","Poznan",2020-01-08,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,51,1
"Portugal","Lisbon",2020-01-08,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,51,1
"Portugal","Porto",2020-01-08,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,51,1
"Romania","Bucharest",2020-01-08,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"Spain","Alicante",2020-01-08,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,51,1
"Spain","Barcelona",2020-01-08,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,52,1
"Spain","Madrid",2020-01-08,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,51,1
"Spain","Malaga",2020-01-08,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,51,1
"Spain","Seville",2020-01-08,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,56,1
"Sweden","Gothenburg",2020-01-08,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,50,1
"Sweden","Malmo",2020-01-08,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,50,1
"Sweden","Stockholm",2020-01-08,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,54,1
"Austria","Graz",2020-01-09,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,51,1
"Austria","Vienna",2020-01-09,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,51,1
"Belgium","Brussels",2020-01-09,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,51,1
"Belgium","Charleroi",2020-01-09,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,1
"Czechia","Brno",2020-01-09,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,50,1
"Czechia","Prague",2020-01-09,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,52,1
"Denmark","Copenhagen",2020-01-09,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,51,1
"Estonia","Tallinn",2020-01-09,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,50,1
"Finland","Helsinki",2020-01-09,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,53,1
"France","Grenoble",2020-01-09,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,52,1
"France","Lille",2020-01-09,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,51,1
"France","Paris",2020-01-09,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,51,1
"Germany","Berlin",2020-01-09,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,51,1
"Germany","Bremen",2020-01-09,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,51,1
"Germany","Cologne",2020-01-09,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,59,1
"Germany","Dresden",2020-01-09,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,60,1
"Germany","Munich",2020-01-09,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,50,1
"Greece","Athens",2020-01-09,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,51,1
"Hungary","Budapest",2020-01-09,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"Ireland","Cork",2020-01-09,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,51,1
"Ireland","Dublin",2020-01-09,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,50,1
"Italy","Bologna",2020-01-09,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,52,1
"Italy","Catania",2020-01-09,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,50,1
"Italy","Milan",2020-01-09,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,51,1
"Italy","Rome",2020-01-09,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,50,1
"Netherlands","Eindhoven",2020-01-09,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,50,1
"Netherlands","Groningen",2020-01-09,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,50,1
"Poland","Krakow",2020-01-09,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,51,1
"Poland","Poznan",2020-01-09,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,52,1
"Portugal","Lisbon",2020-01-09,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,51,1
"Portugal","Porto",2020-01-09,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,54,1
"Romania","Bucharest",2020-01-09,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,54,1
"Spain","Alicante",2020-01-09,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,51,1
"Spain","Barcelona",2020-01-09,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,53,1
"Spain","Madrid",2020-01-09,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,51,1
"Spain","Malaga",2020-01-09,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,52,1
"Spain","Seville",2020-01-09,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,50,1
"Sweden","Gothenburg",2020-01-09,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,51,1
"Sweden","Malmo",2020-01-09,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,51,1
"Sweden","Stockholm",2020-01-09,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,50,1
"Austria","Graz",2020-01-10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,54,1
"Austria","Vienna",2020-01-10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,59,1
"Belgium","Brussels",2020-01-10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,1
"Belgium","Charleroi",2020-01-10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,51,1
"Czechia","Brno",2020-01-10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,51,1
"Czechia","Prague",2020-01-10,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,51,1
"Denmark","Copenhagen",2020-01-10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,51,1
"Estonia","Tallinn",2020-01-10,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,51,1
"Finland","Helsinki",2020-01-10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,51,1
"France","Grenoble",2020-01-10,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,51,1
"France","Lille",2020-01-10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,52,1
"France","Paris",2020-01-10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,51,1
"Germany","Berlin",2020-01-10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,51,1
"Germany","Bremen",2020-01-10,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,50,1
"Germany","Cologne",2020-01-10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,50,1
"Germany","Dresden",2020-01-10,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,51,1
"Germany","Munich",2020-01-10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,54,1
"Greece","Athens",2020-01-10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,52,1
"Hungary","Budapest",2020-01-10,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,52,1
"Ireland","Cork",2020-01-10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,50,1
"Ireland","Dublin",2020-01-10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,51,1
"Italy","Bologna",2020-01-10,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,52,1
"Italy","Catania",2020-01-10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,52,1
"Italy","Milan",2020-01-10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,52,1
"Italy","Rome",2020-01-10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,53,1
"Netherlands","Eindhoven",2020-01-10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,52,1
"Netherlands","Groningen",2020-01-10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,53,1
"Poland","Krakow",2020-01-10,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,53,1
"Poland","Poznan",2020-01-10,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,51,1
"Portugal","Lisbon",2020-01-10,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,51,1
"Portugal","Porto",2020-01-10,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,51,1
"Romania","Bucharest",2020-01-10,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,51,1
"Spain","Alicante",2020-01-10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,51,1
"Spain","Barcelona",2020-01-10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,53,1
"Spain","Madrid",2020-01-10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,50,1
"Spain","Malaga",2020-01-10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,50,1
"Spain","Seville",2020-01-10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"Sweden","Gothenburg",2020-01-10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,53,1
"Sweden","Malmo",2020-01-10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,52,1
"Sweden","Stockholm",2020-01-10,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,50,1
"Austria","Graz",2020-01-11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,56,1
"Austria","Vienna",2020-01-11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,50,1
"Belgium","Brussels",2020-01-11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,52,1
"Belgium","Charleroi",2020-01-11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,51,1
"Czechia","Brno",2020-01-11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,52,1
"Czechia","Prague",2020-01-11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,52,1
"Denmark","Copenhagen",2020-01-11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,51,1
"Estonia","Tallinn",2020-01-11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,51,1
"Finland","Helsinki",2020-01-11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,51,1
"France","Grenoble",2020-01-11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,50,1
"France","Lille",2020-01-11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,60,1
"France","Paris",2020-01-11,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,50,1
"Germany","Berlin",2020-01-11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,51,1
"Germany","Bremen",2020-01-11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,51,1
"Germany","Cologne",2020-01-11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,50,1
"Germany","Dresden",2020-01-11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,51,1
"Germany","Munich",2020-01-11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,50,1
"Greece","Athens",2020-01-11,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,51,1
"Hungary","Budapest",2020-01-11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,51,1
"Ireland","Cork",2020-01-11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,52,1
"Ireland","Dublin",2020-01-11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,50,1
"Italy","Bologna",2020-01-11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,51,1
"Italy","Catania",2020-01-11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,51,1
"Italy","Milan",2020-01-11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,51,1
"Italy","Rome",2020-01-11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,52,1
"Netherlands","Eindhoven",2020-01-11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,51,1
"Netherlands","Groningen",2020-01-11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,51,1
"Poland","Krakow",2020-01-11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,53,1
"Poland","Poznan",2020-01-11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,50,1
"Portugal","Lisbon",2020-01-11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,1
"Portugal","Porto",2020-01-11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,50,1
"Romania","Bucharest",2020-01-11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,50,1
"Spain","Alicante",2020-01-11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,52,1
"Spain","Barcelona",2020-01-11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,52,1
"Spain","Madrid",2020-01-11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,50,1
"Spain","Malaga",2020-01-11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,53,1
"Spain","Seville",2020-01-11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,53,1
"Sweden","Gothenburg",2020-01-11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,51,1
"Sweden","Malmo",2020-01-11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,51,1
"Sweden","Stockholm",2020-01-11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,51,1
"Austria","Graz",2020-01-12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,54,1
"Austria","Vienna",2020-01-12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,53,1
"Belgium","Brussels",2020-01-12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,54,1
"Belgium","Charleroi",2020-01-12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,53,1
"Czechia","Brno",2020-01-12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,50,1
"Czechia","Prague",2020-01-12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,51,1
"Denmark","Copenhagen",2020-01-12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,52,1
"Estonia","Tallinn",2020-01-12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,51,1
"Finland","Helsinki",2020-01-12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,52,1
"France","Grenoble",2020-01-12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,50,1
"France","Lille",2020-01-12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,50,1
"France","Paris",2020-01-12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,51,1
